,period,respondent,respondent-name,fueltype,type-name,value,value-units
6170,2023-07-26T09,CAL,California,SUN,Solar,-13,megawatthours
6171,2023-07-26T10,CAL,California,SUN,Solar,-13,megawatthours
6172,2023-07-26T10,CAL,California,SUN,Solar,-13,megawatthours
6173,2023-07-26T11,CAL,California,SUN,Solar,-13,megawatthours
6174,2023-07-26T11,CAL,California,SUN,Solar,-13,megawatthours
6175,2023-07-26T12,CAL,California,SUN,Solar,-13,megawatthours
6176,2023-07-26T12,CAL,California,SUN,Solar,-13,megawatthours
6177,2023-07-26T13,CAL,California,SUN,Solar,-14,megawatthours
6178,2023-07-26T13,CAL,California,SUN,Solar,-14,megawatthours
6179,2023-07-26T14,CAL,California,SUN,Solar,1344,megawatthours
6180,2023-07-26T14,CAL,California,SUN,Solar,1344,megawatthours
6181,2023-07-26T15,CAL,California,SUN,Solar,6611,megawatthours
6182,2023-07-26T15,CAL,California,SUN,Solar,6611,megawatthours
6183,2023-07-26T16,CAL,California,SUN,Solar,11195,megawatthours
6184,2023-07-26T16,CAL,California,SUN,Solar,11195,megawatthours
6185,2023-07-26T17,CAL,California,SUN,Solar,13389,megawatthours
6186,2023-07-26T17,CAL,California,SUN,Solar,13389,megawatthours
6187,2023-07-26T18,CAL,California,SUN,Solar,14505,megawatthours
6188,2023-07-26T18,CAL,California,SUN,Solar,14505,megawatthours
6189,2023-07-26T19,CAL,California,SUN,Solar,15233,megawatthours
6190,2023-07-26T19,CAL,California,SUN,Solar,15233,megawatthours
6191,2023-07-26T20,CAL,California,SUN,Solar,15411,megawatthours
6192,2023-07-26T20,CAL,California,SUN,Solar,15411,megawatthours
6193,2023-07-26T21,CAL,California,SUN,Solar,15336,megawatthours
6194,2023-07-26T21,CAL,California,SUN,Solar,15336,megawatthours
6195,2023-07-26T22,CAL,California,SUN,Solar,15172,megawatthours
6196,2023-07-26T22,CAL,California,SUN,Solar,15172,megawatthours
6197,2023-07-26T23,CAL,California,SUN,Solar,14763,megawatthours
6198,2023-07-26T23,CAL,California,SUN,Solar,14763,megawatthours
6199,2023-07-27T00,CAL,California,SUN,Solar,13783,megawatthours
6200,2023-07-27T00,CAL,California,SUN,Solar,13783,megawatthours
6201,2023-07-27T01,CAL,California,SUN,Solar,11528,megawatthours
6202,2023-07-27T01,CAL,California,SUN,Solar,11528,megawatthours
6203,2023-07-27T02,CAL,California,SUN,Solar,6975,megawatthours
6204,2023-07-27T02,CAL,California,SUN,Solar,6975,megawatthours
6205,2023-07-27T03,CAL,California,SUN,Solar,1171,megawatthours
6206,2023-07-27T03,CAL,California,SUN,Solar,1171,megawatthours
6207,2023-07-27T04,CAL,California,SUN,Solar,-43,megawatthours
6208,2023-07-27T04,CAL,California,SUN,Solar,-43,megawatthours
6209,2023-07-27T05,CAL,California,SUN,Solar,-51,megawatthours
6210,2023-07-27T05,CAL,California,SUN,Solar,-51,megawatthours
6211,2023-07-27T06,CAL,California,SUN,Solar,-48,megawatthours
6212,2023-07-27T06,CAL,California,SUN,Solar,-48,megawatthours
6213,2023-07-27T07,CAL,California,SUN,Solar,-48,megawatthours
6214,2023-07-27T07,CAL,California,SUN,Solar,-48,megawatthours
6215,2023-07-27T08,CAL,California,SUN,Solar,-47,megawatthours
6216,2023-07-27T08,CAL,California,SUN,Solar,-47,megawatthours
6217,2023-07-27T09,CAL,California,SUN,Solar,-46,megawatthours
6218,2023-07-27T09,CAL,California,SUN,Solar,-46,megawatthours
6219,2023-07-27T10,CAL,California,SUN,Solar,-46,megawatthours
6220,2023-07-27T10,CAL,California,SUN,Solar,-46,megawatthours
6221,2023-07-27T11,CAL,California,SUN,Solar,-46,megawatthours
6222,2023-07-27T11,CAL,California,SUN,Solar,-46,megawatthours
6223,2023-07-27T12,CAL,California,SUN,Solar,-47,megawatthours
6224,2023-07-27T12,CAL,California,SUN,Solar,-47,megawatthours
6225,2023-07-27T13,CAL,California,SUN,Solar,-47,megawatthours
6226,2023-07-27T13,CAL,California,SUN,Solar,-47,megawatthours
6227,2023-07-27T14,CAL,California,SUN,Solar,1557,megawatthours
6228,2023-07-27T14,CAL,California,SUN,Solar,1557,megawatthours
6229,2023-07-27T15,CAL,California,SUN,Solar,7992,megawatthours
6230,2023-07-27T15,CAL,California,SUN,Solar,7992,megawatthours
6231,2023-07-27T16,CAL,California,SUN,Solar,12796,megawatthours
6232,2023-07-27T16,CAL,California,SUN,Solar,12796,megawatthours
6233,2023-07-27T17,CAL,California,SUN,Solar,14559,megawatthours
6234,2023-07-27T17,CAL,California,SUN,Solar,14559,megawatthours
6235,2023-07-27T18,CAL,California,SUN,Solar,15203,megawatthours
6236,2023-07-27T18,CAL,California,SUN,Solar,15203,megawatthours
6237,2023-07-27T19,CAL,California,SUN,Solar,15680,megawatthours
6238,2023-07-27T19,CAL,California,SUN,Solar,15680,megawatthours
6239,2023-07-27T20,CAL,California,SUN,Solar,15887,megawatthours
6240,2023-07-27T20,CAL,California,SUN,Solar,15887,megawatthours
6241,2023-07-27T21,CAL,California,SUN,Solar,15624,megawatthours
6242,2023-07-27T21,CAL,California,SUN,Solar,15624,megawatthours
6243,2023-07-27T22,CAL,California,SUN,Solar,15272,megawatthours
6244,2023-07-27T22,CAL,California,SUN,Solar,15272,megawatthours
6245,2023-07-27T23,CAL,California,SUN,Solar,14964,megawatthours
6246,2023-07-27T23,CAL,California,SUN,Solar,14964,megawatthours
6247,2023-07-28T00,CAL,California,SUN,Solar,13549,megawatthours
6248,2023-07-28T00,CAL,California,SUN,Solar,13549,megawatthours
6249,2023-07-28T01,CAL,California,SUN,Solar,11212,megawatthours
6250,2023-07-28T01,CAL,California,SUN,Solar,11212,megawatthours
6251,2023-07-28T02,CAL,California,SUN,Solar,6572,megawatthours
6252,2023-07-28T02,CAL,California,SUN,Solar,6572,megawatthours
6253,2023-07-28T03,CAL,California,SUN,Solar,1288,megawatthours
6254,2023-07-28T03,CAL,California,SUN,Solar,1288,megawatthours
6255,2023-07-28T04,CAL,California,SUN,Solar,32,megawatthours
6256,2023-07-28T04,CAL,California,SUN,Solar,32,megawatthours
6257,2023-07-28T05,CAL,California,SUN,Solar,-3,megawatthours
6258,2023-07-28T05,CAL,California,SUN,Solar,-3,megawatthours
6259,2023-07-28T06,CAL,California,SUN,Solar,-4,megawatthours
6260,2023-07-28T06,CAL,California,SUN,Solar,-4,megawatthours
6261,2023-07-28T07,CAL,California,SUN,Solar,-4,megawatthours
6262,2023-07-28T07,CAL,California,SUN,Solar,-4,megawatthours
6263,2023-07-28T08,CAL,California,SUN,Solar,-5,megawatthours
6264,2023-07-28T09,CAL,California,SUN,Solar,-4,megawatthours
6265,2023-07-28T10,CAL,California,SUN,Solar,-4,megawatthours
6266,2023-07-28T11,CAL,California,SUN,Solar,-4,megawatthours
6267,2023-07-28T12,CAL,California,SUN,Solar,1,megawatthours
6268,2023-07-28T13,CAL,California,SUN,Solar,-3,megawatthours
6269,2023-07-28T14,CAL,California,SUN,Solar,1411,megawatthours
6270,2023-07-28T15,CAL,California,SUN,Solar,7437,megawatthours
6271,2023-07-28T16,CAL,California,SUN,Solar,12054,megawatthours
6272,2023-07-28T17,CAL,California,SUN,Solar,14205,megawatthours
6273,2023-07-28T18,CAL,California,SUN,Solar,15206,megawatthours
6274,2023-07-28T19,CAL,California,SUN,Solar,15654,megawatthours
6275,2023-07-28T20,CAL,California,SUN,Solar,15644,megawatthours
6276,2023-07-28T21,CAL,California,SUN,Solar,15389,megawatthours
6277,2023-07-28T22,CAL,California,SUN,Solar,15434,megawatthours
6278,2023-07-28T23,CAL,California,SUN,Solar,14922,megawatthours
6279,2023-07-29T00,CAL,California,SUN,Solar,13976,megawatthours
6280,2023-07-29T01,CAL,California,SUN,Solar,11691,megawatthours
6281,2023-07-29T02,CAL,California,SUN,Solar,6739,megawatthours
6282,2023-07-29T03,CAL,California,SUN,Solar,1098,megawatthours
6283,2023-07-29T04,CAL,California,SUN,Solar,-36,megawatthours
6284,2023-07-29T05,CAL,California,SUN,Solar,-35,megawatthours
6285,2023-07-29T06,CAL,California,SUN,Solar,-33,megawatthours
6286,2023-07-29T07,CAL,California,SUN,Solar,-34,megawatthours
6287,2023-07-29T08,CAL,California,SUN,Solar,-34,megawatthours
6288,2023-07-29T09,CAL,California,SUN,Solar,-43,megawatthours
6289,2023-07-29T10,CAL,California,SUN,Solar,-49,megawatthours
6290,2023-07-29T11,CAL,California,SUN,Solar,-49,megawatthours
6291,2023-07-29T12,CAL,California,SUN,Solar,-49,megawatthours
6292,2023-07-29T13,CAL,California,SUN,Solar,-49,megawatthours
6293,2023-07-29T14,CAL,California,SUN,Solar,1214,megawatthours
6294,2023-07-29T15,CAL,California,SUN,Solar,6406,megawatthours
6295,2023-07-29T16,CAL,California,SUN,Solar,11493,megawatthours
6296,2023-07-29T17,CAL,California,SUN,Solar,13838,megawatthours
6297,2023-07-29T18,CAL,California,SUN,Solar,14845,megawatthours
6298,2023-07-29T19,CAL,California,SUN,Solar,15210,megawatthours
6299,2023-07-29T20,CAL,California,SUN,Solar,15383,megawatthours
6300,2023-07-29T21,CAL,California,SUN,Solar,14760,megawatthours
6301,2023-07-29T22,CAL,California,SUN,Solar,13653,megawatthours
6302,2023-07-29T23,CAL,California,SUN,Solar,13317,megawatthours
6303,2023-07-30T00,CAL,California,SUN,Solar,12166,megawatthours
6304,2023-07-30T01,CAL,California,SUN,Solar,10381,megawatthours
6305,2023-07-30T02,CAL,California,SUN,Solar,6039,megawatthours
6306,2023-07-30T03,CAL,California,SUN,Solar,962,megawatthours
6307,2023-07-30T04,CAL,California,SUN,Solar,-45,megawatthours
6308,2023-07-30T05,CAL,California,SUN,Solar,-43,megawatthours
6309,2023-07-30T06,CAL,California,SUN,Solar,-41,megawatthours
6310,2023-07-30T07,CAL,California,SUN,Solar,-41,megawatthours
6311,2023-07-30T08,CAL,California,SUN,Solar,-41,megawatthours
6312,2023-07-30T09,CAL,California,SUN,Solar,-40,megawatthours
6313,2023-07-30T10,CAL,California,SUN,Solar,-40,megawatthours
6314,2023-07-30T11,CAL,California,SUN,Solar,-41,megawatthours
6315,2023-07-30T12,CAL,California,SUN,Solar,-42,megawatthours
6316,2023-07-30T13,CAL,California,SUN,Solar,-42,megawatthours
6317,2023-07-30T14,CAL,California,SUN,Solar,1008,megawatthours
6318,2023-07-30T15,CAL,California,SUN,Solar,5860,megawatthours
6319,2023-07-30T16,CAL,California,SUN,Solar,9800,megawatthours
6320,2023-07-30T17,CAL,California,SUN,Solar,10972,megawatthours
6321,2023-07-30T18,CAL,California,SUN,Solar,11292,megawatthours
6322,2023-07-30T19,CAL,California,SUN,Solar,11950,megawatthours
6323,2023-07-30T20,CAL,California,SUN,Solar,12464,megawatthours
6324,2023-07-30T21,CAL,California,SUN,Solar,12766,megawatthours
6325,2023-07-30T22,CAL,California,SUN,Solar,12996,megawatthours
6326,2023-07-30T23,CAL,California,SUN,Solar,12469,megawatthours
6327,2023-07-31T00,CAL,California,SUN,Solar,12375,megawatthours
6328,2023-07-31T01,CAL,California,SUN,Solar,10321,megawatthours
6329,2023-07-31T02,CAL,California,SUN,Solar,5611,megawatthours
6330,2023-07-31T03,CAL,California,SUN,Solar,951,megawatthours
6331,2023-07-31T04,CAL,California,SUN,Solar,8,megawatthours
6332,2023-07-31T05,CAL,California,SUN,Solar,9,megawatthours
6333,2023-07-31T06,CAL,California,SUN,Solar,12,megawatthours
6334,2023-07-31T07,CAL,California,SUN,Solar,12,megawatthours
6335,2023-07-31T08,CAL,California,SUN,Solar,12,megawatthours
6336,2023-07-31T09,CAL,California,SUN,Solar,13,megawatthours
6337,2023-07-31T10,CAL,California,SUN,Solar,13,megawatthours
6338,2023-07-31T11,CAL,California,SUN,Solar,12,megawatthours
6339,2023-07-31T12,CAL,California,SUN,Solar,11,megawatthours
6340,2023-07-31T13,CAL,California,SUN,Solar,11,megawatthours
6341,2023-07-31T14,CAL,California,SUN,Solar,735,megawatthours
6342,2023-07-31T15,CAL,California,SUN,Solar,4941,megawatthours
6343,2023-07-31T16,CAL,California,SUN,Solar,7754,megawatthours
6344,2023-07-31T17,CAL,California,SUN,Solar,9824,megawatthours
6345,2023-07-31T18,CAL,California,SUN,Solar,11043,megawatthours
6346,2023-07-31T19,CAL,California,SUN,Solar,12810,megawatthours
6347,2023-07-31T20,CAL,California,SUN,Solar,12201,megawatthours
6348,2023-07-31T21,CAL,California,SUN,Solar,11942,megawatthours
6349,2023-07-31T22,CAL,California,SUN,Solar,11637,megawatthours
6350,2023-07-31T23,CAL,California,SUN,Solar,11329,megawatthours
6351,2023-08-01T00,CAL,California,SUN,Solar,10294,megawatthours
6352,2023-08-01T01,CAL,California,SUN,Solar,7360,megawatthours
6353,2023-08-01T02,CAL,California,SUN,Solar,3740,megawatthours
6354,2023-08-01T03,CAL,California,SUN,Solar,639,megawatthours
6355,2023-08-01T04,CAL,California,SUN,Solar,99,megawatthours
6356,2023-08-01T05,CAL,California,SUN,Solar,-21,megawatthours
6357,2023-08-01T06,CAL,California,SUN,Solar,-20,megawatthours
6358,2023-08-01T07,CAL,California,SUN,Solar,-20,megawatthours
6359,2023-08-01T08,CAL,California,SUN,Solar,-20,megawatthours
6360,2023-08-01T09,CAL,California,SUN,Solar,-20,megawatthours
6361,2023-08-01T10,CAL,California,SUN,Solar,-20,megawatthours
6362,2023-08-01T11,CAL,California,SUN,Solar,-21,megawatthours
6363,2023-08-01T12,CAL,California,SUN,Solar,-22,megawatthours
6364,2023-08-01T13,CAL,California,SUN,Solar,-20,megawatthours
6365,2023-08-01T14,CAL,California,SUN,Solar,642,megawatthours
6366,2023-08-01T15,CAL,California,SUN,Solar,4737,megawatthours
6367,2023-08-01T16,CAL,California,SUN,Solar,8692,megawatthours
6368,2023-08-01T17,CAL,California,SUN,Solar,10531,megawatthours
6369,2023-08-01T18,CAL,California,SUN,Solar,12383,megawatthours
6370,2023-08-01T19,CAL,California,SUN,Solar,13301,megawatthours
6371,2023-08-01T20,CAL,California,SUN,Solar,13008,megawatthours
6372,2023-08-01T21,CAL,California,SUN,Solar,12799,megawatthours
6373,2023-08-01T22,CAL,California,SUN,Solar,12459,megawatthours
6374,2023-08-01T23,CAL,California,SUN,Solar,11898,megawatthours
6375,2023-08-02T00,CAL,California,SUN,Solar,11199,megawatthours
6376,2023-08-02T01,CAL,California,SUN,Solar,9457,megawatthours
6377,2023-08-02T02,CAL,California,SUN,Solar,5007,megawatthours
6378,2023-08-02T03,CAL,California,SUN,Solar,813,megawatthours
6379,2023-08-02T04,CAL,California,SUN,Solar,-51,megawatthours
6380,2023-08-02T05,CAL,California,SUN,Solar,-48,megawatthours
6381,2023-08-02T06,CAL,California,SUN,Solar,-46,megawatthours
6382,2023-08-02T07,CAL,California,SUN,Solar,-46,megawatthours
6383,2023-08-02T08,CAL,California,SUN,Solar,-47,megawatthours
6384,2023-08-02T09,CAL,California,SUN,Solar,-46,megawatthours
6385,2023-08-02T10,CAL,California,SUN,Solar,-46,megawatthours
6386,2023-08-02T11,CAL,California,SUN,Solar,-47,megawatthours
6387,2023-08-02T12,CAL,California,SUN,Solar,-47,megawatthours
6388,2023-08-02T13,CAL,California,SUN,Solar,-49,megawatthours
6389,2023-08-02T14,CAL,California,SUN,Solar,1198,megawatthours
6390,2023-08-02T15,CAL,California,SUN,Solar,7026,megawatthours
6391,2023-08-02T16,CAL,California,SUN,Solar,11716,megawatthours
6392,2023-08-02T17,CAL,California,SUN,Solar,13138,megawatthours
6393,2023-08-02T18,CAL,California,SUN,Solar,14134,megawatthours
6394,2023-08-02T19,CAL,California,SUN,Solar,15161,megawatthours
6395,2023-08-02T20,CAL,California,SUN,Solar,15505,megawatthours
6396,2023-08-02T21,CAL,California,SUN,Solar,15296,megawatthours
6397,2023-08-02T22,CAL,California,SUN,Solar,15545,megawatthours
6398,2023-08-02T23,CAL,California,SUN,Solar,15304,megawatthours
6399,2023-08-03T00,CAL,California,SUN,Solar,14251,megawatthours
6400,2023-08-03T01,CAL,California,SUN,Solar,12313,megawatthours
6401,2023-08-03T02,CAL,California,SUN,Solar,6869,megawatthours
6402,2023-08-03T03,CAL,California,SUN,Solar,986,megawatthours
6403,2023-08-03T04,CAL,California,SUN,Solar,-50,megawatthours
6404,2023-08-03T05,CAL,California,SUN,Solar,-49,megawatthours
6405,2023-08-03T06,CAL,California,SUN,Solar,-46,megawatthours
6406,2023-08-03T07,CAL,California,SUN,Solar,-46,megawatthours
6407,2023-08-03T08,CAL,California,SUN,Solar,-46,megawatthours
6408,2023-08-03T09,CAL,California,SUN,Solar,-45,megawatthours
6409,2023-08-03T10,CAL,California,SUN,Solar,-45,megawatthours
6410,2023-08-03T11,CAL,California,SUN,Solar,-45,megawatthours
6411,2023-08-03T12,CAL,California,SUN,Solar,-46,megawatthours
6412,2023-08-03T13,CAL,California,SUN,Solar,-47,megawatthours
6413,2023-08-03T14,CAL,California,SUN,Solar,1493,megawatthours
6414,2023-08-03T15,CAL,California,SUN,Solar,8211,megawatthours
6415,2023-08-03T16,CAL,California,SUN,Solar,13230,megawatthours
6416,2023-08-03T17,CAL,California,SUN,Solar,14892,megawatthours
6417,2023-08-03T18,CAL,California,SUN,Solar,15677,megawatthours
6418,2023-08-03T19,CAL,California,SUN,Solar,16055,megawatthours
6419,2023-08-03T20,CAL,California,SUN,Solar,16114,megawatthours
6420,2023-08-03T21,CAL,California,SUN,Solar,15942,megawatthours
6421,2023-08-03T22,CAL,California,SUN,Solar,15708,megawatthours
6422,2023-08-03T23,CAL,California,SUN,Solar,15224,megawatthours
6423,2023-08-04T00,CAL,California,SUN,Solar,14371,megawatthours
6424,2023-08-04T01,CAL,California,SUN,Solar,12536,megawatthours
6425,2023-08-04T02,CAL,California,SUN,Solar,7057,megawatthours
6426,2023-08-04T03,CAL,California,SUN,Solar,1084,megawatthours
6427,2023-08-04T04,CAL,California,SUN,Solar,93,megawatthours
6428,2023-08-04T05,CAL,California,SUN,Solar,-11,megawatthours
6429,2023-08-04T06,CAL,California,SUN,Solar,-13,megawatthours
6430,2023-08-04T07,CAL,California,SUN,Solar,-12,megawatthours
6431,2023-08-04T08,CAL,California,SUN,Solar,-14,megawatthours
6432,2023-08-04T09,CAL,California,SUN,Solar,-12,megawatthours
6433,2023-08-04T10,CAL,California,SUN,Solar,-13,megawatthours
6434,2023-08-04T11,CAL,California,SUN,Solar,-13,megawatthours
6435,2023-08-04T12,CAL,California,SUN,Solar,-14,megawatthours
6436,2023-08-04T13,CAL,California,SUN,Solar,-14,megawatthours
6437,2023-08-04T14,CAL,California,SUN,Solar,1506,megawatthours
6438,2023-08-04T15,CAL,California,SUN,Solar,8293,megawatthours
6439,2023-08-04T16,CAL,California,SUN,Solar,13213,megawatthours
6440,2023-08-04T17,CAL,California,SUN,Solar,14947,megawatthours
6441,2023-08-04T18,CAL,California,SUN,Solar,15621,megawatthours
6442,2023-08-04T19,CAL,California,SUN,Solar,15875,megawatthours
6443,2023-08-04T20,CAL,California,SUN,Solar,16017,megawatthours
6444,2023-08-04T21,CAL,California,SUN,Solar,16049,megawatthours
6445,2023-08-04T22,CAL,California,SUN,Solar,15907,megawatthours
6446,2023-08-04T23,CAL,California,SUN,Solar,15317,megawatthours
6447,2023-08-05T00,CAL,California,SUN,Solar,14382,megawatthours
6448,2023-08-05T01,CAL,California,SUN,Solar,12499,megawatthours
6449,2023-08-05T02,CAL,California,SUN,Solar,6927,megawatthours
6450,2023-08-05T03,CAL,California,SUN,Solar,966,megawatthours
6451,2023-08-05T04,CAL,California,SUN,Solar,-28,megawatthours
6452,2023-08-05T05,CAL,California,SUN,Solar,-29,megawatthours
6453,2023-08-05T06,CAL,California,SUN,Solar,-26,megawatthours
6454,2023-08-05T07,CAL,California,SUN,Solar,-29,megawatthours
6455,2023-08-05T08,CAL,California,SUN,Solar,-29,megawatthours
6456,2023-08-05T09,CAL,California,SUN,Solar,-29,megawatthours
6457,2023-08-05T10,CAL,California,SUN,Solar,-29,megawatthours
6458,2023-08-05T11,CAL,California,SUN,Solar,-29,megawatthours
6459,2023-08-05T12,CAL,California,SUN,Solar,-30,megawatthours
6460,2023-08-05T13,CAL,California,SUN,Solar,-32,megawatthours
6461,2023-08-05T14,CAL,California,SUN,Solar,1429,megawatthours
6462,2023-08-05T15,CAL,California,SUN,Solar,8091,megawatthours
6463,2023-08-05T16,CAL,California,SUN,Solar,12983,megawatthours
6464,2023-08-05T17,CAL,California,SUN,Solar,14473,megawatthours
6465,2023-08-05T18,CAL,California,SUN,Solar,15425,megawatthours
6466,2023-08-05T19,CAL,California,SUN,Solar,15916,megawatthours
6467,2023-08-05T20,CAL,California,SUN,Solar,16064,megawatthours
6468,2023-08-05T21,CAL,California,SUN,Solar,15977,megawatthours
6469,2023-08-05T22,CAL,California,SUN,Solar,15764,megawatthours
6470,2023-08-05T23,CAL,California,SUN,Solar,15386,megawatthours
6471,2023-08-06T00,CAL,California,SUN,Solar,14544,megawatthours
6472,2023-08-06T01,CAL,California,SUN,Solar,12394,megawatthours
6473,2023-08-06T02,CAL,California,SUN,Solar,6872,megawatthours
6474,2023-08-06T03,CAL,California,SUN,Solar,974,megawatthours
6475,2023-08-06T04,CAL,California,SUN,Solar,72,megawatthours
6476,2023-08-06T05,CAL,California,SUN,Solar,-50,megawatthours
6477,2023-08-06T06,CAL,California,SUN,Solar,-50,megawatthours
6478,2023-08-06T07,CAL,California,SUN,Solar,-50,megawatthours
6479,2023-08-06T08,CAL,California,SUN,Solar,-50,megawatthours
6480,2023-08-06T09,CAL,California,SUN,Solar,-50,megawatthours
6481,2023-08-06T10,CAL,California,SUN,Solar,-50,megawatthours
6482,2023-08-06T11,CAL,California,SUN,Solar,-50,megawatthours
6483,2023-08-06T12,CAL,California,SUN,Solar,-50,megawatthours
6484,2023-08-06T13,CAL,California,SUN,Solar,-52,megawatthours
6485,2023-08-06T14,CAL,California,SUN,Solar,1348,megawatthours
6486,2023-08-06T15,CAL,California,SUN,Solar,7861,megawatthours
6487,2023-08-06T16,CAL,California,SUN,Solar,12585,megawatthours
6488,2023-08-06T17,CAL,California,SUN,Solar,14718,megawatthours
6489,2023-08-06T18,CAL,California,SUN,Solar,15444,megawatthours
6490,2023-08-06T19,CAL,California,SUN,Solar,15912,megawatthours
6491,2023-08-06T20,CAL,California,SUN,Solar,15967,megawatthours
6492,2023-08-06T21,CAL,California,SUN,Solar,15773,megawatthours
6493,2023-08-06T22,CAL,California,SUN,Solar,15595,megawatthours
6494,2023-08-06T23,CAL,California,SUN,Solar,15182,megawatthours
6495,2023-08-07T00,CAL,California,SUN,Solar,14247,megawatthours
6496,2023-08-07T01,CAL,California,SUN,Solar,12173,megawatthours
6497,2023-08-07T02,CAL,California,SUN,Solar,6458,megawatthours
6498,2023-08-07T03,CAL,California,SUN,Solar,787,megawatthours
6499,2023-08-07T04,CAL,California,SUN,Solar,5,megawatthours
6500,2023-08-07T05,CAL,California,SUN,Solar,8,megawatthours
6501,2023-08-07T06,CAL,California,SUN,Solar,10,megawatthours
6502,2023-08-07T07,CAL,California,SUN,Solar,10,megawatthours
6503,2023-08-07T08,CAL,California,SUN,Solar,10,megawatthours
6504,2023-08-07T09,CAL,California,SUN,Solar,10,megawatthours
6505,2023-08-07T10,CAL,California,SUN,Solar,11,megawatthours
6506,2023-08-07T11,CAL,California,SUN,Solar,11,megawatthours
6507,2023-08-07T12,CAL,California,SUN,Solar,10,megawatthours
6508,2023-08-07T13,CAL,California,SUN,Solar,9,megawatthours
6509,2023-08-07T14,CAL,California,SUN,Solar,1302,megawatthours
6510,2023-08-07T15,CAL,California,SUN,Solar,7853,megawatthours
6511,2023-08-07T16,CAL,California,SUN,Solar,12999,megawatthours
6512,2023-08-07T17,CAL,California,SUN,Solar,14712,megawatthours
6513,2023-08-07T18,CAL,California,SUN,Solar,15416,megawatthours
6514,2023-08-07T19,CAL,California,SUN,Solar,15900,megawatthours
6515,2023-08-07T20,CAL,California,SUN,Solar,15915,megawatthours
6516,2023-08-07T21,CAL,California,SUN,Solar,15804,megawatthours
6517,2023-08-07T22,CAL,California,SUN,Solar,15629,megawatthours
6518,2023-08-07T23,CAL,California,SUN,Solar,15293,megawatthours
6519,2023-08-08T00,CAL,California,SUN,Solar,14303,megawatthours
6520,2023-08-08T01,CAL,California,SUN,Solar,12112,megawatthours
6521,2023-08-08T02,CAL,California,SUN,Solar,6269,megawatthours
6522,2023-08-08T03,CAL,California,SUN,Solar,801,megawatthours
6523,2023-08-08T04,CAL,California,SUN,Solar,80,megawatthours
6524,2023-08-08T05,CAL,California,SUN,Solar,-13,megawatthours
6525,2023-08-08T06,CAL,California,SUN,Solar,-16,megawatthours
6526,2023-08-08T07,CAL,California,SUN,Solar,-15,megawatthours
6527,2023-08-08T08,CAL,California,SUN,Solar,-15,megawatthours
6528,2023-08-08T09,CAL,California,SUN,Solar,-16,megawatthours
6529,2023-08-08T10,CAL,California,SUN,Solar,-14,megawatthours
6530,2023-08-08T11,CAL,California,SUN,Solar,-16,megawatthours
6531,2023-08-08T12,CAL,California,SUN,Solar,-17,megawatthours
6532,2023-08-08T13,CAL,California,SUN,Solar,-17,megawatthours
6533,2023-08-08T14,CAL,California,SUN,Solar,1045,megawatthours
6534,2023-08-08T15,CAL,California,SUN,Solar,7332,megawatthours
6535,2023-08-08T16,CAL,California,SUN,Solar,12644,megawatthours
6536,2023-08-08T17,CAL,California,SUN,Solar,14453,megawatthours
6537,2023-08-08T18,CAL,California,SUN,Solar,15324,megawatthours
6538,2023-08-08T19,CAL,California,SUN,Solar,15847,megawatthours
6539,2023-08-08T20,CAL,California,SUN,Solar,15904,megawatthours
6540,2023-08-08T21,CAL,California,SUN,Solar,15675,megawatthours
6541,2023-08-08T22,CAL,California,SUN,Solar,14985,megawatthours
6542,2023-08-08T23,CAL,California,SUN,Solar,14201,megawatthours
6543,2023-08-09T00,CAL,California,SUN,Solar,13034,megawatthours
6544,2023-08-09T01,CAL,California,SUN,Solar,10071,megawatthours
6545,2023-08-09T02,CAL,California,SUN,Solar,5124,megawatthours
6546,2023-08-09T03,CAL,California,SUN,Solar,654,megawatthours
6547,2023-08-09T04,CAL,California,SUN,Solar,-23,megawatthours
6548,2023-08-09T05,CAL,California,SUN,Solar,-19,megawatthours
6549,2023-08-09T06,CAL,California,SUN,Solar,-20,megawatthours
6550,2023-08-09T07,CAL,California,SUN,Solar,-21,megawatthours
6551,2023-08-09T08,CAL,California,SUN,Solar,-21,megawatthours
6552,2023-08-09T09,CAL,California,SUN,Solar,-21,megawatthours
6553,2023-08-09T10,CAL,California,SUN,Solar,-21,megawatthours
6554,2023-08-09T11,CAL,California,SUN,Solar,-21,megawatthours
6555,2023-08-09T12,CAL,California,SUN,Solar,-22,megawatthours
6556,2023-08-09T13,CAL,California,SUN,Solar,-20,megawatthours
6557,2023-08-09T14,CAL,California,SUN,Solar,825,megawatthours
6558,2023-08-09T15,CAL,California,SUN,Solar,5494,megawatthours
6559,2023-08-09T16,CAL,California,SUN,Solar,9548,megawatthours
6560,2023-08-09T17,CAL,California,SUN,Solar,12124,megawatthours
6561,2023-08-09T18,CAL,California,SUN,Solar,13661,megawatthours
6562,2023-08-09T19,CAL,California,SUN,Solar,14140,megawatthours
6563,2023-08-09T20,CAL,California,SUN,Solar,14068,megawatthours
6564,2023-08-09T21,CAL,California,SUN,Solar,13971,megawatthours
6565,2023-08-09T22,CAL,California,SUN,Solar,13770,megawatthours
6566,2023-08-09T23,CAL,California,SUN,Solar,12455,megawatthours
6567,2023-08-10T00,CAL,California,SUN,Solar,10254,megawatthours
6568,2023-08-10T01,CAL,California,SUN,Solar,8137,megawatthours
6569,2023-08-10T02,CAL,California,SUN,Solar,3707,megawatthours
