,period,value
8867,2023-06-11T03,29022
8868,2023-06-11T04,30156
8869,2023-06-11T05,30708
8870,2023-06-11T06,30122
8871,2023-06-11T07,28665
8872,2023-06-11T08,27388
8873,2023-06-11T09,26255
8874,2023-06-11T10,25239
8875,2023-06-11T11,24329
8876,2023-06-11T12,23851
8877,2023-06-11T13,23918
8878,2023-06-11T14,23962
8879,2023-06-11T15,24210
8880,2023-06-11T16,24521
8881,2023-06-11T17,25098
8882,2023-06-11T18,24462
8883,2023-06-11T19,24507
8884,2023-06-11T20,24286
8885,2023-06-11T21,23885
8886,2023-06-11T22,23627
8887,2023-06-11T23,24379
8888,2023-06-12T00,25564
8889,2023-06-12T01,26938
8890,2023-06-12T02,27886
8891,2023-06-12T03,28829
8892,2023-06-12T04,29896
8893,2023-06-12T05,30324
8894,2023-06-12T06,29861
8895,2023-06-12T07,28394
8896,2023-06-12T08,26800
8897,2023-06-12T09,26099
8898,2023-06-12T10,25178
8899,2023-06-12T11,24751
8900,2023-06-12T12,24625
8901,2023-06-12T13,24902
8902,2023-06-12T14,26122
8903,2023-06-12T15,27608
8904,2023-06-12T16,28733
8905,2023-06-12T17,28573
8906,2023-06-12T18,28361
8907,2023-06-12T19,29737
8908,2023-06-12T20,29134
8909,2023-06-12T21,29065
8910,2023-06-12T22,28324
8911,2023-06-12T23,28268
8912,2023-06-13T00,28691
8913,2023-06-13T01,29292
8914,2023-06-13T02,30392
8915,2023-06-13T03,31576
8916,2023-06-13T04,32524
8917,2023-06-13T05,32845
8918,2023-06-13T06,32205
8919,2023-06-13T07,30296
8920,2023-06-13T08,28950
8921,2023-06-13T09,27568
8922,2023-06-13T10,26432
8923,2023-06-13T11,25717
8924,2023-06-13T12,25544
8925,2023-06-13T13,26162
8926,2023-06-13T14,26765
8927,2023-06-13T15,28019
8928,2023-06-13T16,29452
8929,2023-06-13T17,29828
8930,2023-06-13T18,30041
8931,2023-06-13T19,30084
8932,2023-06-13T20,29844
8933,2023-06-13T21,29641
8934,2023-06-13T22,29387
8935,2023-06-13T23,28868
8936,2023-06-14T00,29421
8937,2023-06-14T01,30504
8938,2023-06-14T02,31541
8939,2023-06-14T03,33179
8940,2023-06-14T04,34216
8941,2023-06-14T05,34459
8942,2023-06-14T06,33545
8943,2023-06-14T07,31525
8944,2023-06-14T08,29908
8945,2023-06-14T09,28580
8946,2023-06-14T10,27410
8947,2023-06-14T11,26455
8948,2023-06-14T12,26054
8949,2023-06-14T13,26431
8950,2023-06-14T14,27264
8951,2023-06-14T15,28736
8952,2023-06-14T16,30560
8953,2023-06-14T17,31266
8954,2023-06-14T18,31246
8955,2023-06-14T19,30987
8956,2023-06-14T20,30712
8957,2023-06-14T21,30112
8958,2023-06-14T22,30172
8959,2023-06-14T23,30360
8960,2023-06-15T00,31709
8961,2023-06-15T01,32844
8962,2023-06-15T02,33631
8963,2023-06-15T03,34809
8964,2023-06-15T04,35843
8965,2023-06-15T05,36017
8966,2023-06-15T06,34802
8967,2023-06-15T07,32801
8968,2023-06-15T08,30724
8969,2023-06-15T09,29193
8970,2023-06-15T10,28018
8971,2023-06-15T11,27277
8972,2023-06-15T12,26662
8973,2023-06-15T13,26897
8974,2023-06-15T14,27807
8975,2023-06-15T15,29119
8976,2023-06-15T16,30548
8977,2023-06-15T17,30637
8978,2023-06-15T18,31068
8979,2023-06-15T19,31162
8980,2023-06-15T20,31130
8981,2023-06-15T21,30952
8982,2023-06-15T22,31338
8983,2023-06-15T23,31534
8984,2023-06-16T00,32077
8985,2023-06-16T01,33448
8986,2023-06-16T02,33912
8987,2023-06-16T03,34940
8988,2023-06-16T04,35677
8989,2023-06-16T05,35642
8990,2023-06-16T06,34812
8991,2023-06-16T07,32617
8992,2023-06-16T08,30671
8993,2023-06-16T09,29224
8994,2023-06-16T10,28031
8995,2023-06-16T11,27206
8996,2023-06-16T12,26752
8997,2023-06-16T13,27033
8998,2023-06-16T14,27840
8999,2023-06-16T15,28964
9000,2023-06-16T16,29320
9001,2023-06-16T17,30411
9002,2023-06-16T18,31017
9003,2023-06-16T19,30823
9004,2023-06-16T20,31553
9005,2023-06-16T21,30046
9006,2023-06-16T22,30389
9007,2023-06-16T23,31354
9008,2023-06-17T00,32274
9009,2023-06-17T01,33564
9010,2023-06-17T02,35170
9011,2023-06-17T03,36297
9012,2023-06-17T04,36552
9013,2023-06-17T05,36227
9014,2023-06-17T06,35372
9015,2023-06-17T07,33467
9016,2023-06-17T08,31352
9017,2023-06-17T09,29642
9018,2023-06-17T10,28235
9019,2023-06-17T11,27283
9020,2023-06-17T12,26522
9021,2023-06-17T13,26309
9022,2023-06-17T14,26320
9023,2023-06-17T15,26470
9024,2023-06-17T16,27019
9025,2023-06-17T17,27855
9026,2023-06-17T18,27768
9027,2023-06-17T19,27852
9028,2023-06-17T20,27294
9029,2023-06-17T21,27764
9030,2023-06-17T22,28263
9031,2023-06-17T23,29500
9032,2023-06-18T00,30973
9033,2023-06-18T01,32526
9034,2023-06-18T02,34084
9035,2023-06-18T03,35356
9036,2023-06-18T04,35962
9037,2023-06-18T05,35723
9038,2023-06-18T06,34555
9039,2023-06-18T07,32662
9040,2023-06-18T08,30716
9041,2023-06-18T09,29126
9042,2023-06-18T10,27740
9043,2023-06-18T11,26703
9044,2023-06-18T12,25978
9045,2023-06-18T13,25499
9046,2023-06-18T14,25327
9047,2023-06-18T15,25107
9048,2023-06-18T16,25743
9049,2023-06-18T17,26437
9050,2023-06-18T18,26385
9051,2023-06-18T19,26362
9052,2023-06-18T20,26079
9053,2023-06-18T21,25500
9054,2023-06-18T22,25429
9055,2023-06-18T23,25926
9056,2023-06-19T00,26843
9057,2023-06-19T01,27955
9058,2023-06-19T02,29725
9059,2023-06-19T03,31219
9060,2023-06-19T04,32261
9061,2023-06-19T05,32410
9062,2023-06-19T06,31766
9063,2023-06-19T07,30229
9064,2023-06-19T08,28369
9065,2023-06-19T09,27315
9066,2023-06-19T10,26398
9067,2023-06-19T11,25482
9068,2023-06-19T12,25268
9069,2023-06-19T13,25645
9070,2023-06-19T14,26412
9071,2023-06-19T15,27648
9072,2023-06-19T16,28996
9073,2023-06-19T17,29703
9074,2023-06-19T18,29371
9075,2023-06-19T19,28994
9076,2023-06-19T20,27952
9077,2023-06-19T21,27173
9078,2023-06-19T22,27132
9079,2023-06-19T23,27240
9080,2023-06-20T00,27592
9081,2023-06-20T01,29050
9082,2023-06-20T02,30378
9083,2023-06-20T03,31997
9084,2023-06-20T04,32947
9085,2023-06-20T05,33627
9086,2023-06-20T06,32926
9087,2023-06-20T07,30935
9088,2023-06-20T08,29249
9089,2023-06-20T09,27961
9090,2023-06-20T10,26802
9091,2023-06-20T11,26245
9092,2023-06-20T12,26010
9093,2023-06-20T13,26047
9094,2023-06-20T14,26894
9095,2023-06-20T15,27916
9096,2023-06-20T16,28765
9097,2023-06-20T17,28510
9098,2023-06-20T18,28308
9099,2023-06-20T19,27799
9100,2023-06-20T20,27346
9101,2023-06-20T21,27523
9102,2023-06-20T22,27547
9103,2023-06-20T23,28107
9104,2023-06-21T00,28734
9105,2023-06-21T01,29861
9106,2023-06-21T02,31105
9107,2023-06-21T03,32662
9108,2023-06-21T04,33623
9109,2023-06-21T05,34023
9110,2023-06-21T06,33291
9111,2023-06-21T07,31136
9112,2023-06-21T08,29196
9113,2023-06-21T09,27805
9114,2023-06-21T10,26609
9115,2023-06-21T11,25883
9116,2023-06-21T12,25531
9117,2023-06-21T13,25998
9118,2023-06-21T14,26900
9119,2023-06-21T15,27983
9120,2023-06-21T16,29024
9121,2023-06-21T17,29150
9122,2023-06-21T18,28591
9123,2023-06-21T19,28483
9124,2023-06-21T20,27752
9125,2023-06-21T21,28035
9126,2023-06-21T22,28106
9127,2023-06-21T23,28455
9128,2023-06-22T00,29384
9129,2023-06-22T01,30604
9130,2023-06-22T02,32194
9131,2023-06-22T03,33805
9132,2023-06-22T04,34341
9133,2023-06-22T05,34490
9134,2023-06-22T06,33702
9135,2023-06-22T07,31745
9136,2023-06-22T08,29676
9137,2023-06-22T09,28292
9138,2023-06-22T10,27075
9139,2023-06-22T11,26215
9140,2023-06-22T12,25911
9141,2023-06-22T13,26219
9142,2023-06-22T14,27011
9143,2023-06-22T15,28241
9144,2023-06-22T16,28832
9145,2023-06-22T17,29441
9146,2023-06-22T18,29694
9147,2023-06-22T19,28988
9148,2023-06-22T20,28309
9149,2023-06-22T21,27920
9150,2023-06-22T22,27957
9151,2023-06-22T23,27942
9152,2023-06-23T00,29653
9153,2023-06-23T01,29782
9154,2023-06-23T02,30597
9155,2023-06-23T03,31400
9156,2023-06-23T04,32193
9157,2023-06-23T05,32957
9158,2023-06-23T06,32305
9159,2023-06-23T07,30725
9160,2023-06-23T08,28948
9161,2023-06-23T09,27850
9162,2023-06-23T10,26943
9163,2023-06-23T11,26616
9164,2023-06-23T12,25774
9165,2023-06-23T13,25962
9166,2023-06-23T14,26643
9167,2023-06-23T15,27549
9168,2023-06-23T16,28158
9169,2023-06-23T17,29018
9170,2023-06-23T18,28677
9171,2023-06-23T19,28473
9172,2023-06-23T20,27720
9173,2023-06-23T21,26717
9174,2023-06-23T22,26743
9175,2023-06-23T23,26637
9176,2023-06-24T00,27554
9177,2023-06-24T01,28760
9178,2023-06-24T02,30290
9179,2023-06-24T03,31537
9180,2023-06-24T04,32347
9181,2023-06-24T05,32714
9182,2023-06-24T06,32116
9183,2023-06-24T07,30502
9184,2023-06-24T08,28928
9185,2023-06-24T09,27764
9186,2023-06-24T10,26520
9187,2023-06-24T11,25671
9188,2023-06-24T12,25152
9189,2023-06-24T13,24938
9190,2023-06-24T14,24951
9191,2023-06-24T15,24967
9192,2023-06-24T16,25400
9193,2023-06-24T17,26541
9194,2023-06-24T18,25943
9195,2023-06-24T19,25430
9196,2023-06-24T20,24459
9197,2023-06-24T21,24050
9198,2023-06-24T22,23870
9199,2023-06-24T23,24141
9200,2023-06-25T00,24941
9201,2023-06-25T01,26675
9202,2023-06-25T02,28427
9203,2023-06-25T03,30256
9204,2023-06-25T04,31390
9205,2023-06-25T05,31718
9206,2023-06-25T06,31251
9207,2023-06-25T07,29918
9208,2023-06-25T08,28278
9209,2023-06-25T09,27125
9210,2023-06-25T10,25843
9211,2023-06-25T11,24867
9212,2023-06-25T12,24347
9213,2023-06-25T13,24098
9214,2023-06-25T14,23998
9215,2023-06-25T15,23905
9216,2023-06-25T16,23798
9217,2023-06-25T17,24479
9218,2023-06-25T18,24121
9219,2023-06-25T19,23475
9220,2023-06-25T20,22908
9221,2023-06-25T21,22642
9222,2023-06-25T22,22578
9223,2023-06-25T23,23136
9224,2023-06-26T00,24238
9225,2023-06-26T01,26329
9226,2023-06-26T02,28285
9227,2023-06-26T03,30490
9228,2023-06-26T04,31612
9229,2023-06-26T05,31990
9230,2023-06-26T06,31331
9231,2023-06-26T07,29892
9232,2023-06-26T08,27916
9233,2023-06-26T09,27086
9234,2023-06-26T10,26035
9235,2023-06-26T11,25350
9236,2023-06-26T12,24993
9237,2023-06-26T13,25217
9238,2023-06-26T14,26150
9239,2023-06-26T15,27631
9240,2023-06-26T16,28568
9241,2023-06-26T17,28769
9242,2023-06-26T18,28586
9243,2023-06-26T19,27877
9244,2023-06-26T20,27871
9245,2023-06-26T21,28179
9246,2023-06-26T22,28801
9247,2023-06-26T23,29539
9248,2023-06-27T00,30620
9249,2023-06-27T01,32091
9250,2023-06-27T02,32859
9251,2023-06-27T03,33847
9252,2023-06-27T04,34402
9253,2023-06-27T05,34447
9254,2023-06-27T06,33676
9255,2023-06-27T07,31491
9256,2023-06-27T08,29789
9257,2023-06-27T09,28546
9258,2023-06-27T10,27331
9259,2023-06-27T11,26307
9260,2023-06-27T12,26035
9261,2023-06-27T13,26324
9262,2023-06-27T14,27155
9263,2023-06-27T15,28227
9264,2023-06-27T16,29074
9265,2023-06-27T17,29631
9266,2023-06-27T18,29535
9267,2023-06-27T19,29135
9268,2023-06-27T20,29005
9269,2023-06-27T21,28771
9270,2023-06-27T22,29033
9271,2023-06-27T23,29828
9272,2023-06-28T00,31294
9273,2023-06-28T01,32907
9274,2023-06-28T02,34036
9275,2023-06-28T03,35083
9276,2023-06-28T04,35702
9277,2023-06-28T05,35694
9278,2023-06-28T06,34745
9279,2023-06-28T07,32894
9280,2023-06-28T08,30529
9281,2023-06-28T09,28975
9282,2023-06-28T10,27594
9283,2023-06-28T11,26697
9284,2023-06-28T12,26210
9285,2023-06-28T13,26573
9286,2023-06-28T14,27480
9287,2023-06-28T15,28607
9288,2023-06-28T16,29839
9289,2023-06-28T17,30962
9290,2023-06-28T18,30957
9291,2023-06-28T19,31186
9292,2023-06-28T20,29527
9293,2023-06-28T21,30077
9294,2023-06-28T22,30791
9295,2023-06-28T23,31672
9296,2023-06-29T00,31793
9297,2023-06-29T01,33250
9298,2023-06-29T02,34338
9299,2023-06-29T03,35599
9300,2023-06-29T04,36243
9301,2023-06-29T05,36192
9302,2023-06-29T06,35074
9303,2023-06-29T07,33056
9304,2023-06-29T08,30785
9305,2023-06-29T09,29375
9306,2023-06-29T10,28379
9307,2023-06-29T11,27650
9308,2023-06-29T12,26985
9309,2023-06-29T13,26889
9310,2023-06-29T14,27704
9311,2023-06-29T15,28942
9312,2023-06-29T16,30060
9313,2023-06-29T17,31181
9314,2023-06-29T18,31120
9315,2023-06-29T19,30554
9316,2023-06-29T20,29974
9317,2023-06-29T21,30651
9318,2023-06-29T22,31715
9319,2023-06-29T23,33607
9320,2023-06-30T00,35246
9321,2023-06-30T01,37205
9322,2023-06-30T02,39021
9323,2023-06-30T03,39913
9324,2023-06-30T04,40042
9325,2023-06-30T05,39387
9326,2023-06-30T06,38189
9327,2023-06-30T07,35767
9328,2023-06-30T08,32987
9329,2023-06-30T09,31040
9330,2023-06-30T10,29892
9331,2023-06-30T11,28915
9332,2023-06-30T12,28607
9333,2023-06-30T13,27800
9334,2023-06-30T14,28497
9335,2023-06-30T15,29771
9336,2023-06-30T16,31607
9337,2023-06-30T17,33350
9338,2023-06-30T18,33670
9339,2023-06-30T19,33550
9340,2023-06-30T20,33686
9341,2023-06-30T21,35208
9342,2023-06-30T22,36514
9343,2023-06-30T23,38353
9344,2023-07-01T00,40608
9345,2023-07-01T01,42158
9346,2023-07-01T02,43399
9347,2023-07-01T03,43820
9348,2023-07-01T04,43325
9349,2023-07-01T05,42226
9350,2023-07-01T06,40907
9351,2023-07-01T07,37996
9352,2023-07-01T08,35100
9353,2023-07-01T09,32869
9354,2023-07-01T10,31196
9355,2023-07-01T11,29636
9356,2023-07-01T12,28539
9357,2023-07-01T13,27707
9358,2023-07-01T14,27665
9359,2023-07-01T15,27979
9360,2023-07-01T16,29407
9361,2023-07-01T17,31031
9362,2023-07-01T18,31848
9363,2023-07-01T19,32460
9364,2023-07-01T20,33092
9365,2023-07-01T21,34153
9366,2023-07-01T22,36116
9367,2023-07-01T23,38143
9368,2023-07-02T00,40425
9369,2023-07-02T01,41929
9370,2023-07-02T02,43562
9371,2023-07-02T03,44451
9372,2023-07-02T04,43966
9373,2023-07-02T05,42582
9374,2023-07-02T06,40672
9375,2023-07-02T07,38102
9376,2023-07-02T08,35157
9377,2023-07-02T09,32965
9378,2023-07-02T10,30963
9379,2023-07-02T11,29470
9380,2023-07-02T12,28189
9381,2023-07-02T13,27551
9382,2023-07-02T14,27387
9383,2023-07-02T15,27414
9384,2023-07-02T16,28932
9385,2023-07-02T17,30522
9386,2023-07-02T18,30960
9387,2023-07-02T19,31273
9388,2023-07-02T20,32315
9389,2023-07-02T21,33576
9390,2023-07-02T22,35329
9391,2023-07-02T23,37486
9392,2023-07-03T00,39462
9393,2023-07-03T01,41086
9394,2023-07-03T02,42574
9395,2023-07-03T03,43461
9396,2023-07-03T04,43046
9397,2023-07-03T05,41813
9398,2023-07-03T06,40367
9399,2023-07-03T07,37376
9400,2023-07-03T08,34295
9401,2023-07-03T09,31954
9402,2023-07-03T10,30277
9403,2023-07-03T11,29293
9404,2023-07-03T12,28488
9405,2023-07-03T13,28220
9406,2023-07-03T14,28542
9407,2023-07-03T15,29452
9408,2023-07-03T16,31838
9409,2023-07-03T17,33523
9410,2023-07-03T18,33814
9411,2023-07-03T19,34600
9412,2023-07-03T20,35191
9413,2023-07-03T21,35760
9414,2023-07-03T22,36554
9415,2023-07-03T23,38153
9416,2023-07-04T00,40052
9417,2023-07-04T01,41536
9418,2023-07-04T02,42288
9419,2023-07-04T03,42545
9420,2023-07-04T04,41423
9421,2023-07-04T05,39940
9422,2023-07-04T06,38136
9423,2023-07-04T07,35878
9424,2023-07-04T08,33256
9425,2023-07-04T09,30912
9426,2023-07-04T10,29100
9427,2023-07-04T11,27802
9428,2023-07-04T12,27075
9429,2023-07-04T13,26596
9430,2023-07-04T14,26529
9431,2023-07-04T15,27137
9432,2023-07-04T16,27618
9433,2023-07-04T17,28857
9434,2023-07-04T18,28287
9435,2023-07-04T19,28054
9436,2023-07-04T20,27870
9437,2023-07-04T21,28378
9438,2023-07-04T22,29594
9439,2023-07-04T23,31187
9440,2023-07-05T00,32980
9441,2023-07-05T01,34346
9442,2023-07-05T02,35951
9443,2023-07-05T03,36800
9444,2023-07-05T04,36423
9445,2023-07-05T05,35500
9446,2023-07-05T06,34196
9447,2023-07-05T07,32744
9448,2023-07-05T08,30953
9449,2023-07-05T09,29235
9450,2023-07-05T10,27807
9451,2023-07-05T11,27329
9452,2023-07-05T12,26940
9453,2023-07-05T13,27119
9454,2023-07-05T14,27349
9455,2023-07-05T15,28464
9456,2023-07-05T16,29687
9457,2023-07-05T17,30625
9458,2023-07-05T18,30659
9459,2023-07-05T19,30722
9460,2023-07-05T20,30811
9461,2023-07-05T21,31433
9462,2023-07-05T22,32515
9463,2023-07-05T23,34080
9464,2023-07-06T00,35779
9465,2023-07-06T01,37649
9466,2023-07-06T02,38702
9467,2023-07-06T03,39316
9468,2023-07-06T04,38941
9469,2023-07-06T05,38033
9470,2023-07-06T06,36745
9471,2023-07-06T07,34251
9472,2023-07-06T08,31776
9473,2023-07-06T09,29901
9474,2023-07-06T10,28522
9475,2023-07-06T11,27286
9476,2023-07-06T12,26670
9477,2023-07-06T13,27085
9478,2023-07-06T14,27838
9479,2023-07-06T15,28766
9480,2023-07-06T16,30463
9481,2023-07-06T17,31223
9482,2023-07-06T18,31515
9483,2023-07-06T19,31967
9484,2023-07-06T20,31143
9485,2023-07-06T21,31109
9486,2023-07-06T22,31377
9487,2023-07-06T23,32246
9488,2023-07-07T00,33437
9489,2023-07-07T01,35326
9490,2023-07-07T02,36722
9491,2023-07-07T03,37472
9492,2023-07-07T04,37549
9493,2023-07-07T05,37111
9494,2023-07-07T06,35935
9495,2023-07-07T07,33616
9496,2023-07-07T08,31596
9497,2023-07-07T09,29778
9498,2023-07-07T10,28505
9499,2023-07-07T11,27508
9500,2023-07-07T12,27072
9501,2023-07-07T13,27152
9502,2023-07-07T14,27783
9503,2023-07-07T15,29078
9504,2023-07-07T16,30728
9505,2023-07-07T17,31334
9506,2023-07-07T18,30985
9507,2023-07-07T19,30729
9508,2023-07-07T20,30420
9509,2023-07-07T21,30343
9510,2023-07-07T22,30303
9511,2023-07-07T23,30663
9512,2023-07-08T00,32294
9513,2023-07-08T01,34080
9514,2023-07-08T02,35644
9515,2023-07-08T03,36474
9516,2023-07-08T04,36596
9517,2023-07-08T05,36323
9518,2023-07-08T06,35391
9519,2023-07-08T07,33528
9520,2023-07-08T08,31513
9521,2023-07-08T09,29838
9522,2023-07-08T10,28403
9523,2023-07-08T11,27249
9524,2023-07-08T12,26683
9525,2023-07-08T13,26480
9526,2023-07-08T14,26542
9527,2023-07-08T15,26405
9528,2023-07-08T16,27223
9529,2023-07-08T17,27690
9530,2023-07-08T18,27206
9531,2023-07-08T19,26806
9532,2023-07-08T20,26433
9533,2023-07-08T21,26514
9534,2023-07-08T22,26715
9535,2023-07-08T23,27674
9536,2023-07-09T00,29275
9537,2023-07-09T01,30980
9538,2023-07-09T02,32822
9539,2023-07-09T03,34232
9540,2023-07-09T04,34756
9541,2023-07-09T05,34675
9542,2023-07-09T06,33895
9543,2023-07-09T07,31965
9544,2023-07-09T08,29987
9545,2023-07-09T09,28674
9546,2023-07-09T10,27502
9547,2023-07-09T11,26738
9548,2023-07-09T12,25918
9549,2023-07-09T13,25208
9550,2023-07-09T14,25136
9551,2023-07-09T15,25206
9552,2023-07-09T16,25733
9553,2023-07-09T17,26452
9554,2023-07-09T18,25754
9555,2023-07-09T19,25806
9556,2023-07-09T20,24998
9557,2023-07-09T21,24621
9558,2023-07-09T22,24897
9559,2023-07-09T23,25833
9560,2023-07-10T00,27787
9561,2023-07-10T01,29926
9562,2023-07-10T02,31932
9563,2023-07-10T03,33800
9564,2023-07-10T04,34590
9565,2023-07-10T05,34587
9566,2023-07-10T06,33972
9567,2023-07-10T07,32075
9568,2023-07-10T08,29878
9569,2023-07-10T09,28535
9570,2023-07-10T10,27481
9571,2023-07-10T11,26798
9572,2023-07-10T12,26548
9573,2023-07-10T13,26363
9574,2023-07-10T14,27178
9575,2023-07-10T15,28455
9576,2023-07-10T16,30084
9577,2023-07-10T17,31783
9578,2023-07-10T18,31626
9579,2023-07-10T19,31251
9580,2023-07-10T20,30920
9581,2023-07-10T21,30993
9582,2023-07-10T22,32112
9583,2023-07-10T23,33599
9584,2023-07-11T00,35523
9585,2023-07-11T01,37569
9586,2023-07-11T02,39448
9587,2023-07-11T03,40644
9588,2023-07-11T04,40911
9589,2023-07-11T05,40022
9590,2023-07-11T06,38506
9591,2023-07-11T07,35856
9592,2023-07-11T08,33272
9593,2023-07-11T09,31414
9594,2023-07-11T10,30041
9595,2023-07-11T11,29145
9596,2023-07-11T12,28627
9597,2023-07-11T13,27954
9598,2023-07-11T14,28686
9599,2023-07-11T15,29712
9600,2023-07-11T16,31370
9601,2023-07-11T17,32306
9602,2023-07-11T18,32601
9603,2023-07-11T19,33105
9604,2023-07-11T20,33747
9605,2023-07-11T21,34889
9606,2023-07-11T22,36583
9607,2023-07-11T23,38384
9608,2023-07-12T00,40700
9609,2023-07-12T01,42749
9610,2023-07-12T02,44088
9611,2023-07-12T03,44952
9612,2023-07-12T04,44583
9613,2023-07-12T05,43357
9614,2023-07-12T06,41446
9615,2023-07-12T07,38640
9616,2023-07-12T08,35655
9617,2023-07-12T09,33407
9618,2023-07-12T10,31588
9619,2023-07-12T11,30458
9620,2023-07-12T12,29605
9621,2023-07-12T13,29382
9622,2023-07-12T14,30008
9623,2023-07-12T15,30872
9624,2023-07-12T16,33210
9625,2023-07-12T17,34455
9626,2023-07-12T18,35238
9627,2023-07-12T19,35966
9628,2023-07-12T20,36495
9629,2023-07-12T21,37826
9630,2023-07-12T22,39441
9631,2023-07-12T23,40561
9632,2023-07-13T00,42750
9633,2023-07-13T01,44389
9634,2023-07-13T02,45348
9635,2023-07-13T03,45717
9636,2023-07-13T04,45092
9637,2023-07-13T05,43646
9638,2023-07-13T06,41629
9639,2023-07-13T07,38750
9640,2023-07-13T08,35684
9641,2023-07-13T09,33437
9642,2023-07-13T10,31561
9643,2023-07-13T11,30142
9644,2023-07-13T12,29648
9645,2023-07-13T13,29318
9646,2023-07-13T14,29857
9647,2023-07-13T15,31021
9648,2023-07-13T16,33062
9649,2023-07-13T17,34575
9650,2023-07-13T18,35028
9651,2023-07-13T19,36298
9652,2023-07-13T20,37571
9653,2023-07-13T21,38103
9654,2023-07-13T22,39766
9655,2023-07-13T23,41632
9656,2023-07-14T00,43584
9657,2023-07-14T01,44929
9658,2023-07-14T02,46139
9659,2023-07-14T03,46574
9660,2023-07-14T04,45892
9661,2023-07-14T05,44491
9662,2023-07-14T06,42783
9663,2023-07-14T07,39606
9664,2023-07-14T08,36434
9665,2023-07-14T09,33779
9666,2023-07-14T10,32059
9667,2023-07-14T11,31208
9668,2023-07-14T12,30553
9669,2023-07-14T13,30280
9670,2023-07-14T14,30492
9671,2023-07-14T15,31620
9672,2023-07-14T16,33771
9673,2023-07-14T17,34969
9674,2023-07-14T18,35659
9675,2023-07-14T19,36403
9676,2023-07-14T20,37700
9677,2023-07-14T21,39172
9678,2023-07-14T22,41107
9679,2023-07-14T23,43117
9680,2023-07-15T00,45637
9681,2023-07-15T01,47303
9682,2023-07-15T02,48467
9683,2023-07-15T03,48856
9684,2023-07-15T04,47895
9685,2023-07-15T05,46114
9686,2023-07-15T06,43717
9687,2023-07-15T07,40668
9688,2023-07-15T08,37669
9689,2023-07-15T09,35017
9690,2023-07-15T10,32845
9691,2023-07-15T11,31073
9692,2023-07-15T12,30050
9693,2023-07-15T13,29222
9694,2023-07-15T14,29393
9695,2023-07-15T15,29670
9696,2023-07-15T16,32043
9697,2023-07-15T17,34310
9698,2023-07-15T18,34969
9699,2023-07-15T19,35502
9700,2023-07-15T20,36009
9701,2023-07-15T21,37178
9702,2023-07-15T22,39126
9703,2023-07-15T23,40996
9704,2023-07-16T00,43499
9705,2023-07-16T01,45332
9706,2023-07-16T02,47015
9707,2023-07-16T03,47754
9708,2023-07-16T04,47195
9709,2023-07-16T05,45643
9710,2023-07-16T06,43423
9711,2023-07-16T07,40370
9712,2023-07-16T08,37363
9713,2023-07-16T09,35002
9714,2023-07-16T10,33054
9715,2023-07-16T11,31291
9716,2023-07-16T12,30339
9717,2023-07-16T13,29497
9718,2023-07-16T14,29051
9719,2023-07-16T15,29095
9720,2023-07-16T16,31328
9721,2023-07-16T17,33174
9722,2023-07-16T18,34218
9723,2023-07-16T19,35228
9724,2023-07-16T20,36602
9725,2023-07-16T21,38604
9726,2023-07-16T22,40637
9727,2023-07-16T23,42340
9728,2023-07-17T00,44366
9729,2023-07-17T01,45977
9730,2023-07-17T02,47423
9731,2023-07-17T03,48019
9732,2023-07-17T04,47412
9733,2023-07-17T05,46258
