,period,value
4634,2023-06-20T22,27547
4635,2023-06-20T21,27523
4636,2023-06-20T20,27346
4637,2023-06-20T19,27799
4638,2023-06-20T18,28308
4639,2023-06-20T17,28510
4640,2023-06-20T16,28765
4641,2023-06-20T15,27916
4642,2023-06-20T14,26894
4643,2023-06-20T13,26047
4644,2023-06-20T12,26010
4645,2023-06-20T11,26245
4646,2023-06-20T10,26802
4647,2023-06-20T09,27961
4648,2023-06-20T08,29249
4649,2023-06-20T07,30935
4650,2023-06-20T06,32926
4651,2023-06-20T05,33627
4652,2023-06-20T04,32947
4653,2023-06-20T03,31997
4654,2023-06-20T02,30378
4655,2023-06-20T01,29050
4656,2023-06-20T00,27592
4657,2023-06-19T23,27240
4658,2023-06-19T22,27132
4659,2023-06-19T21,27173
4660,2023-06-19T20,27952
4661,2023-06-19T19,28994
4662,2023-06-19T18,29371
4663,2023-06-19T17,29703
4664,2023-06-19T16,28996
4665,2023-06-19T15,27648
4666,2023-06-19T14,26412
4667,2023-06-19T13,25645
4668,2023-06-19T12,25268
4669,2023-06-19T11,25482
4670,2023-06-19T10,26398
4671,2023-06-19T09,27315
4672,2023-06-19T08,28369
4673,2023-06-19T07,30229
4674,2023-06-19T06,31766
4675,2023-06-19T05,32410
4676,2023-06-19T04,32261
4677,2023-06-19T03,31219
4678,2023-06-19T02,29725
4679,2023-06-19T01,27955
4680,2023-06-19T00,26843
4681,2023-06-18T23,25926
4682,2023-06-18T22,25429
4683,2023-06-18T21,25500
4684,2023-06-18T20,26079
4685,2023-06-18T19,26362
4686,2023-06-18T18,26385
4687,2023-06-18T17,26437
4688,2023-06-18T16,25743
4689,2023-06-18T15,25107
4690,2023-06-18T14,25327
4691,2023-06-18T13,25499
4692,2023-06-18T12,25978
4693,2023-06-18T11,26703
4694,2023-06-18T10,27740
4695,2023-06-18T09,29126
4696,2023-06-18T08,30716
4697,2023-06-18T07,32662
4698,2023-06-18T06,34555
4699,2023-06-18T05,35723
4700,2023-06-18T04,35962
4701,2023-06-18T03,35356
4702,2023-06-18T02,34084
4703,2023-06-18T01,32526
4704,2023-06-18T00,30973
4705,2023-06-17T23,29500
4706,2023-06-17T22,28263
4707,2023-06-17T21,27764
4708,2023-06-17T20,27294
4709,2023-06-17T19,27852
4710,2023-06-17T18,27768
4711,2023-06-17T17,27855
4712,2023-06-17T16,27019
4713,2023-06-17T15,26470
4714,2023-06-17T14,26320
4715,2023-06-17T13,26309
4716,2023-06-17T12,26522
4717,2023-06-17T11,27283
4718,2023-06-17T10,28235
4719,2023-06-17T09,29642
4720,2023-06-17T08,31352
4721,2023-06-17T07,33467
4722,2023-06-17T06,35372
4723,2023-06-17T05,36227
4724,2023-06-17T04,36552
4725,2023-06-17T03,36297
4726,2023-06-17T02,35170
4727,2023-06-17T01,33564
4728,2023-06-17T00,32274
4729,2023-06-16T23,31354
4730,2023-06-16T22,30389
4731,2023-06-16T21,30046
4732,2023-06-16T20,31553
4733,2023-06-16T19,30823
4734,2023-06-16T18,31017
4735,2023-06-16T17,30411
4736,2023-06-16T16,29320
4737,2023-06-16T15,28964
4738,2023-06-16T14,27840
4739,2023-06-16T13,27033
4740,2023-06-16T12,26752
4741,2023-06-16T11,27206
4742,2023-06-16T10,28031
4743,2023-06-16T09,29224
4744,2023-06-16T08,30671
4745,2023-06-16T07,32617
4746,2023-06-16T06,34812
4747,2023-06-16T05,35642
4748,2023-06-16T04,35677
4749,2023-06-16T03,34940
4750,2023-06-16T02,33912
4751,2023-06-16T01,33448
4752,2023-06-16T00,32077
4753,2023-06-15T23,31534
4754,2023-06-15T22,31338
4755,2023-06-15T21,30952
4756,2023-06-15T20,31130
4757,2023-06-15T19,31162
4758,2023-06-15T18,31068
4759,2023-06-15T17,30637
4760,2023-06-15T16,30548
4761,2023-06-15T15,29119
4762,2023-06-15T14,27807
4763,2023-06-15T13,26897
4764,2023-06-15T12,26662
4765,2023-06-15T11,27277
4766,2023-06-15T10,28018
4767,2023-06-15T09,29193
4768,2023-06-15T08,30724
4769,2023-06-15T07,32801
4770,2023-06-15T06,34802
4771,2023-06-15T05,36017
4772,2023-06-15T04,35843
4773,2023-06-15T03,34809
4774,2023-06-15T02,33631
4775,2023-06-15T01,32844
4776,2023-06-15T00,31709
4777,2023-06-14T23,30360
4778,2023-06-14T22,30172
4779,2023-06-14T21,30112
4780,2023-06-14T20,30712
4781,2023-06-14T19,30987
4782,2023-06-14T18,31246
4783,2023-06-14T17,31266
4784,2023-06-14T16,30560
4785,2023-06-14T15,28736
4786,2023-06-14T14,27264
4787,2023-06-14T13,26431
4788,2023-06-14T12,26054
4789,2023-06-14T11,26455
4790,2023-06-14T10,27410
4791,2023-06-14T09,28580
4792,2023-06-14T08,29908
4793,2023-06-14T07,31525
4794,2023-06-14T06,33545
4795,2023-06-14T05,34459
4796,2023-06-14T04,34216
4797,2023-06-14T03,33179
4798,2023-06-14T02,31541
4799,2023-06-14T01,30504
4800,2023-06-14T00,29421
4801,2023-06-13T23,28868
4802,2023-06-13T22,29387
4803,2023-06-13T21,29641
4804,2023-06-13T20,29844
4805,2023-06-13T19,30084
4806,2023-06-13T18,30041
4807,2023-06-13T17,29828
4808,2023-06-13T16,29452
4809,2023-06-13T15,28019
4810,2023-06-13T14,26765
4811,2023-06-13T13,26162
4812,2023-06-13T12,25544
4813,2023-06-13T11,25717
4814,2023-06-13T10,26432
4815,2023-06-13T09,27568
4816,2023-06-13T08,28950
4817,2023-06-13T07,30296
4818,2023-06-13T06,32205
4819,2023-06-13T05,32845
4820,2023-06-13T04,32524
4821,2023-06-13T03,31576
4822,2023-06-13T02,30392
4823,2023-06-13T01,29292
4824,2023-06-13T00,28691
4825,2023-06-12T23,28268
4826,2023-06-12T22,28324
4827,2023-06-12T21,29065
4828,2023-06-12T20,29134
4829,2023-06-12T19,29737
4830,2023-06-12T18,28361
4831,2023-06-12T17,28573
4832,2023-06-12T16,28733
4833,2023-06-12T15,27608
4834,2023-06-12T14,26122
4835,2023-06-12T13,24902
4836,2023-06-12T12,24625
4837,2023-06-12T11,24751
4838,2023-06-12T10,25178
4839,2023-06-12T09,26099
4840,2023-06-12T08,26800
4841,2023-06-12T07,28394
4842,2023-06-12T06,29861
4843,2023-06-12T05,30324
4844,2023-06-12T04,29896
4845,2023-06-12T03,28829
4846,2023-06-12T02,27886
4847,2023-06-12T01,26938
4848,2023-06-12T00,25564
4849,2023-06-11T23,24379
4850,2023-06-11T22,23627
4851,2023-06-11T21,23885
4852,2023-06-11T20,24286
4853,2023-06-11T19,24507
4854,2023-06-11T18,24462
4855,2023-06-11T17,25098
4856,2023-06-11T16,24521
4857,2023-06-11T15,24210
4858,2023-06-11T14,23962
4859,2023-06-11T13,23918
4860,2023-06-11T12,23851
4861,2023-06-11T11,24329
4862,2023-06-11T10,25239
4863,2023-06-11T09,26255
4864,2023-06-11T08,27388
4865,2023-06-11T07,28665
4866,2023-06-11T06,30122
4867,2023-06-11T05,30708
4868,2023-06-11T04,30156
4869,2023-06-11T03,29022
4870,2023-06-11T02,27843
4871,2023-06-11T01,26860
4872,2023-06-11T00,25970
4873,2023-06-10T23,25402
4874,2023-06-10T22,25176
4875,2023-06-10T21,25649
4876,2023-06-10T20,26257
4877,2023-06-10T19,26832
4878,2023-06-10T18,27478
4879,2023-06-10T17,27068
4880,2023-06-10T16,26051
4881,2023-06-10T15,25395
4882,2023-06-10T14,25309
4883,2023-06-10T13,25618
4884,2023-06-10T12,25416
4885,2023-06-10T11,25589
4886,2023-06-10T10,26467
4887,2023-06-10T09,27763
4888,2023-06-10T08,29023
4889,2023-06-10T07,30335
4890,2023-06-10T06,31981
4891,2023-06-10T05,32553
4892,2023-06-10T04,32160
4893,2023-06-10T03,31175
4894,2023-06-10T02,29713
4895,2023-06-10T01,28967
4896,2023-06-10T00,28781
4897,2023-06-09T23,28576
4898,2023-06-09T22,28376
4899,2023-06-09T21,28680
4900,2023-06-09T20,28997
4901,2023-06-09T19,30152
4902,2023-06-09T18,30214
4903,2023-06-09T17,29922
4904,2023-06-09T16,28943
4905,2023-06-09T15,27743
4906,2023-06-09T14,26798
4907,2023-06-09T13,26423
4908,2023-06-09T12,26344
4909,2023-06-09T11,26593
4910,2023-06-09T10,27505
4911,2023-06-09T09,28215
4912,2023-06-09T08,29346
4913,2023-06-09T07,30932
4914,2023-06-09T06,32655
4915,2023-06-09T05,33268
4916,2023-06-09T04,32819
4917,2023-06-09T03,31937
4918,2023-06-09T02,30551
4919,2023-06-09T01,29404
4920,2023-06-09T00,28355
4921,2023-06-08T23,27155
4922,2023-06-08T22,27286
4923,2023-06-08T21,27518
4924,2023-06-08T20,27897
4925,2023-06-08T19,28969
4926,2023-06-08T18,29554
4927,2023-06-08T17,29621
4928,2023-06-08T16,28978
4929,2023-06-08T15,27550
4930,2023-06-08T14,26523
4931,2023-06-08T13,25833
4932,2023-06-08T12,25343
4933,2023-06-08T11,25776
4934,2023-06-08T10,26420
4935,2023-06-08T09,27426
4936,2023-06-08T08,28623
4937,2023-06-08T07,30147
4938,2023-06-08T06,31944
4939,2023-06-08T05,32330
4940,2023-06-08T04,31573
4941,2023-06-08T03,30309
4942,2023-06-08T02,29288
4943,2023-06-08T01,29232
4944,2023-06-08T00,27626
4945,2023-06-07T23,27711
4946,2023-06-07T22,28191
4947,2023-06-07T21,28584
4948,2023-06-07T20,28625
4949,2023-06-07T19,29190
4950,2023-06-07T18,29264
4951,2023-06-07T17,29182
4952,2023-06-07T16,28958
4953,2023-06-07T15,27830
4954,2023-06-07T14,26512
4955,2023-06-07T13,25728
4956,2023-06-07T12,25783
4957,2023-06-07T11,25893
4958,2023-06-07T10,26308
4959,2023-06-07T09,27277
4960,2023-06-07T08,28370
4961,2023-06-07T07,30057
4962,2023-06-07T06,31676
4963,2023-06-07T05,32449
4964,2023-06-07T04,32127
4965,2023-06-07T03,31282
4966,2023-06-07T02,30011
4967,2023-06-07T01,29191
4968,2023-06-07T00,28470
4969,2023-06-06T23,28349
4970,2023-06-06T22,28179
4971,2023-06-06T21,28807
4972,2023-06-06T20,29466
4973,2023-06-06T19,30004
4974,2023-06-06T18,29385
4975,2023-06-06T17,28975
4976,2023-06-06T16,28814
4977,2023-06-06T15,27536
4978,2023-06-06T14,26324
4979,2023-06-06T13,25171
4980,2023-06-06T12,24924
4981,2023-06-06T11,25325
4982,2023-06-06T10,25905
4983,2023-06-06T09,26853
4984,2023-06-06T08,28456
4985,2023-06-06T07,30088
4986,2023-06-06T06,31986
4987,2023-06-06T05,32926
4988,2023-06-06T04,32848
4989,2023-06-06T03,32413
4990,2023-06-06T02,31765
4991,2023-06-06T01,31317
4992,2023-06-06T00,31117
4993,2023-06-05T23,30873
4994,2023-06-05T22,31011
4995,2023-06-05T21,31017
4996,2023-06-05T20,30580
4997,2023-06-05T19,30965
4998,2023-06-05T18,30791
4999,2023-06-05T17,30283
5000,2023-01-01T00,29324
5001,2023-01-01T01,30063
5002,2023-01-01T02,30945
5003,2023-01-01T03,32041
5004,2023-01-01T04,31455
5005,2023-01-01T05,30447
5006,2023-01-01T06,29441
5007,2023-01-01T07,28658
5008,2023-01-01T08,27783
5009,2023-01-01T09,26548
5010,2023-01-01T10,25642
5011,2023-01-01T11,25005
5012,2023-01-01T12,24454
5013,2023-01-01T13,24041
5014,2023-01-01T14,24162
5015,2023-01-01T15,24558
5016,2023-01-01T16,24877
5017,2023-01-01T17,24843
5018,2023-01-01T18,24336
5019,2023-01-01T19,23779
5020,2023-01-01T20,23625
5021,2023-01-01T21,23618
5022,2023-01-01T22,23694
5023,2023-01-01T23,24079
5024,2023-01-02T00,24241
5025,2023-01-02T01,25395
5026,2023-01-02T02,27599
5027,2023-01-02T03,30059
5028,2023-01-02T04,30376
5029,2023-01-02T05,30365
5030,2023-01-02T06,29776
5031,2023-01-02T07,29162
5032,2023-01-02T08,27907
5033,2023-01-02T09,26360
5034,2023-01-02T10,25782
5035,2023-01-02T11,24988
5036,2023-01-02T12,24508
5037,2023-01-02T13,24578
5038,2023-01-02T14,24927
5039,2023-01-02T15,25994
5040,2023-01-02T16,27290
5041,2023-01-02T17,27981
5042,2023-01-02T18,27952
5043,2023-01-02T19,28504
5044,2023-01-02T20,28675
5045,2023-01-02T21,29608
5046,2023-01-02T22,29823
5047,2023-01-02T23,30640
5048,2023-01-03T00,31471
5049,2023-01-03T01,31830
5050,2023-01-03T02,33104
5051,2023-01-03T03,34312
5052,2023-01-03T04,34031
5053,2023-01-03T05,33237
5054,2023-01-03T06,32255
5055,2023-01-03T07,31161
5056,2023-01-03T08,29398
5057,2023-01-03T09,27789
5058,2023-01-03T10,26755
5059,2023-01-03T11,26159
5060,2023-01-03T12,26057
5061,2023-01-03T13,25958
5062,2023-01-03T14,26298
5063,2023-01-03T15,28039
5064,2023-01-03T16,30251
5065,2023-01-03T17,31604
5066,2023-01-03T18,32679
5067,2023-01-03T19,32596
5068,2023-01-03T20,32526
5069,2023-01-03T21,32079
5070,2023-01-03T22,32062
5071,2023-01-03T23,31938
5072,2023-01-04T00,31804
5073,2023-01-04T01,32467
5074,2023-01-04T02,33469
5075,2023-01-04T03,34875
5076,2023-01-04T04,34428
5077,2023-01-04T05,33818
5078,2023-01-04T06,33059
5079,2023-01-04T07,31902
5080,2023-01-04T08,30045
5081,2023-01-04T09,28583
5082,2023-01-04T10,27725
5083,2023-01-04T11,27012
5084,2023-01-04T12,26528
5085,2023-01-04T13,26209
5086,2023-01-04T14,26716
5087,2023-01-04T15,27655
5088,2023-01-04T16,29506
5089,2023-01-04T17,31123
5090,2023-01-04T18,32094
5091,2023-01-04T19,31994
5092,2023-01-04T20,32232
5093,2023-01-04T21,32055
5094,2023-01-04T22,31758
5095,2023-01-04T23,31599
5096,2023-01-05T00,31294
5097,2023-01-05T01,31380
5098,2023-01-05T02,32462
5099,2023-01-05T03,33769
5100,2023-01-05T04,33515
5101,2023-01-05T05,32544
5102,2023-01-05T06,31794
5103,2023-01-05T07,30525
5104,2023-01-05T08,28844
5105,2023-01-05T09,27931
5106,2023-01-05T10,26822
5107,2023-01-05T11,26284
5108,2023-01-05T12,25695
5109,2023-01-05T13,25180
5110,2023-01-05T14,25256
5111,2023-01-05T15,26477
5112,2023-01-05T16,28726
5113,2023-01-05T17,30361
5114,2023-01-05T18,31444
5115,2023-01-05T19,31844
5116,2023-01-05T20,32654
5117,2023-01-05T21,32561
5118,2023-01-05T22,32610
5119,2023-01-05T23,31518
5120,2023-01-06T00,30737
5121,2023-01-06T01,30667
5122,2023-01-06T02,31548
5123,2023-01-06T03,33129
5124,2023-01-06T04,33271
5125,2023-01-06T05,32620
5126,2023-01-06T06,31868
5127,2023-01-06T07,30788
5128,2023-01-06T08,29101
5129,2023-01-06T09,27401
5130,2023-01-06T10,26624
5131,2023-01-06T11,25997
5132,2023-01-06T12,25911
5133,2023-01-06T13,25789
5134,2023-01-06T14,26174
5135,2023-01-06T15,27745
5136,2023-01-06T16,29558
5137,2023-01-06T17,30956
5138,2023-01-06T18,30883
5139,2023-01-06T19,29956
5140,2023-01-06T20,28798
5141,2023-01-06T21,28222
5142,2023-01-06T22,27551
5143,2023-01-06T23,27676
5144,2023-01-07T00,28340
5145,2023-01-07T01,28733
5146,2023-01-07T02,30678
5147,2023-01-07T03,32692
5148,2023-01-07T04,32544
5149,2023-01-07T05,32024
5150,2023-01-07T06,31166
5151,2023-01-07T07,30468
5152,2023-01-07T08,28980
5153,2023-01-07T09,27555
5154,2023-01-07T10,26366
5155,2023-01-07T11,25908
5156,2023-01-07T12,25214
5157,2023-01-07T13,24875
5158,2023-01-07T14,25000
5159,2023-01-07T15,25793
5160,2023-01-07T16,26287
5161,2023-01-07T17,27435
5162,2023-01-07T18,28285
5163,2023-01-07T19,27942
5164,2023-01-07T20,27632
5165,2023-01-07T21,26861
5166,2023-01-07T22,26752
5167,2023-01-07T23,26639
5168,2023-01-08T00,26986
5169,2023-01-08T01,27869
5170,2023-01-08T02,29217
5171,2023-01-08T03,30975
5172,2023-01-08T04,30851
5173,2023-01-08T05,30495
5174,2023-01-08T06,29869
5175,2023-01-08T07,29063
5176,2023-01-08T08,28035
5177,2023-01-08T09,26701
5178,2023-01-08T10,25715
5179,2023-01-08T11,24810
5180,2023-01-08T12,24396
5181,2023-01-08T13,24013
5182,2023-01-08T14,23619
5183,2023-01-08T15,24167
5184,2023-01-08T16,24661
5185,2023-01-08T17,25703
5186,2023-01-08T18,25957
5187,2023-01-08T19,25278
5188,2023-01-08T20,24930
5189,2023-01-08T21,24665
5190,2023-01-08T22,24674
5191,2023-01-08T23,25246
5192,2023-01-09T00,26027
5193,2023-01-09T01,26675
5194,2023-01-09T02,28231
5195,2023-01-09T03,30601
5196,2023-01-09T04,30777
5197,2023-01-09T05,30544
5198,2023-01-09T06,29743
5199,2023-01-09T07,28455
5200,2023-01-09T08,26909
5201,2023-01-09T09,25267
5202,2023-01-09T10,24813
5203,2023-01-09T11,24583
5204,2023-01-09T12,24779
5205,2023-01-09T13,24928
5206,2023-01-09T14,25300
5207,2023-01-09T15,26368
5208,2023-01-09T16,28799
5209,2023-01-09T17,31157
5210,2023-01-09T18,31747
5211,2023-01-09T19,32218
5212,2023-01-09T20,32194
5213,2023-01-09T21,32556
5214,2023-01-09T22,31693
5215,2023-01-09T23,31186
5216,2023-01-10T00,31098
5217,2023-01-10T01,31579
5218,2023-01-10T02,32682
5219,2023-01-10T03,33831
5220,2023-01-10T04,33698
5221,2023-01-10T05,32842
5222,2023-01-10T06,31768
5223,2023-01-10T07,30628
5224,2023-01-10T08,28844
5225,2023-01-10T09,27098
5226,2023-01-10T10,26204
5227,2023-01-10T11,25484
5228,2023-01-10T12,25154
5229,2023-01-10T13,24954
5230,2023-01-10T14,25516
5231,2023-01-10T15,26846
5232,2023-01-10T16,28998
5233,2023-01-10T17,30900
5234,2023-01-10T18,31700
5235,2023-01-10T19,32079
5236,2023-01-10T20,31895
5237,2023-01-10T21,31857
5238,2023-01-10T22,32017
5239,2023-01-10T23,31568
5240,2023-01-11T00,30846
5241,2023-01-11T01,31089
5242,2023-01-11T02,32364
5243,2023-01-11T03,34059
5244,2023-01-11T04,34076
5245,2023-01-11T05,33389
5246,2023-01-11T06,32334
5247,2023-01-11T07,31183
5248,2023-01-11T08,29356
5249,2023-01-11T09,28073
5250,2023-01-11T10,26967
5251,2023-01-11T11,26129
5252,2023-01-11T12,26031
5253,2023-01-11T13,25873
5254,2023-01-11T14,26395
5255,2023-01-11T15,28137
5256,2023-01-11T16,31110
5257,2023-01-11T17,32681
5258,2023-01-11T18,33079
5259,2023-01-11T19,33327
5260,2023-01-11T20,32273
5261,2023-01-11T21,31359
5262,2023-01-11T22,31041
5263,2023-01-11T23,30924
5264,2023-01-12T00,31179
5265,2023-01-12T01,31599
5266,2023-01-12T02,33386
5267,2023-01-12T03,34838
5268,2023-01-12T04,34636
5269,2023-01-12T05,34009
5270,2023-01-12T06,33179
5271,2023-01-12T07,31886
5272,2023-01-12T08,29741
5273,2023-01-12T09,28352
5274,2023-01-12T10,27743
5275,2023-01-12T11,27009
5276,2023-01-12T12,26652
5277,2023-01-12T13,26488
5278,2023-01-12T14,26475
5279,2023-01-12T15,27619
5280,2023-01-12T16,29944
5281,2023-01-12T17,31325
5282,2023-01-12T18,31171
5283,2023-01-12T19,30690
5284,2023-01-12T20,29710
5285,2023-01-12T21,28873
5286,2023-01-12T22,28420
5287,2023-01-12T23,28266
5288,2023-01-13T00,27688
5289,2023-01-13T01,28649
5290,2023-01-13T02,30094
5291,2023-01-13T03,32123
5292,2023-01-13T04,32535
5293,2023-01-13T05,31865
5294,2023-01-13T06,30992
5295,2023-01-13T07,29953
5296,2023-01-13T08,28493
5297,2023-01-13T09,27348
5298,2023-01-13T10,26278
5299,2023-01-13T11,25594
5300,2023-01-13T12,25071
5301,2023-01-13T13,24713
5302,2023-01-13T14,25395
5303,2023-01-13T15,26910
5304,2023-01-13T16,29479
5305,2023-01-13T17,31083
5306,2023-01-13T18,31155
5307,2023-01-13T19,30961
5308,2023-01-13T20,31033
5309,2023-01-13T21,31065
5310,2023-01-13T22,31118
5311,2023-01-13T23,30136
5312,2023-01-14T00,29715
5313,2023-01-14T01,29897
5314,2023-01-14T02,30949
5315,2023-01-14T03,32761
5316,2023-01-14T04,32456
5317,2023-01-14T05,31885
5318,2023-01-14T06,31050
5319,2023-01-14T07,30134
5320,2023-01-14T08,28503
5321,2023-01-14T09,26790
5322,2023-01-14T10,26006
5323,2023-01-14T11,25261
5324,2023-01-14T12,24620
5325,2023-01-14T13,24354
5326,2023-01-14T14,24415
5327,2023-01-14T15,25082
5328,2023-01-14T16,26266
5329,2023-01-14T17,27178
5330,2023-01-14T18,28331
5331,2023-01-14T19,29424
5332,2023-01-14T20,29911
5333,2023-01-14T21,29654
5334,2023-01-14T22,29730
5335,2023-01-14T23,30103
5336,2023-01-15T00,30256
5337,2023-01-15T01,30466
5338,2023-01-15T02,31062
5339,2023-01-15T03,32183
5340,2023-01-15T04,31829
5341,2023-01-15T05,31575
5342,2023-01-15T06,30664
5343,2023-01-15T07,29522
5344,2023-01-15T08,28198
5345,2023-01-15T09,26712
5346,2023-01-15T10,25464
5347,2023-01-15T11,24831
5348,2023-01-15T12,24485
5349,2023-01-15T13,24024
5350,2023-01-15T14,24236
5351,2023-01-15T15,24771
5352,2023-01-15T16,25655
5353,2023-01-15T17,26054
5354,2023-01-15T18,26902
5355,2023-01-15T19,27679
5356,2023-01-15T20,28003
5357,2023-01-15T21,27931
5358,2023-01-15T22,27954
5359,2023-01-15T23,28066
5360,2023-01-16T00,28920
5361,2023-01-16T01,29763
5362,2023-01-16T02,30564
5363,2023-01-16T03,31959
5364,2023-01-16T04,32011
5365,2023-01-16T05,31529
5366,2023-01-16T06,30658
5367,2023-01-16T07,29892
5368,2023-01-16T08,28413
5369,2023-01-16T09,26782
5370,2023-01-16T10,26222
5371,2023-01-16T11,25433
5372,2023-01-16T12,25178
5373,2023-01-16T13,25044
5374,2023-01-16T14,25399
5375,2023-01-16T15,26763
5376,2023-01-16T16,28542
5377,2023-01-16T17,29682
5378,2023-01-16T18,30314
5379,2023-01-16T19,30786
5380,2023-01-16T20,30259
5381,2023-01-16T21,29777
5382,2023-01-16T22,29850
5383,2023-01-16T23,29622
5384,2023-01-17T00,29586
5385,2023-01-17T01,30302
5386,2023-01-17T02,31747
5387,2023-01-17T03,34125
5388,2023-01-17T04,34170
5389,2023-01-17T05,33604
5390,2023-01-17T06,32809
5391,2023-01-17T07,31565
5392,2023-01-17T08,29695
5393,2023-01-17T09,27779
5394,2023-01-17T10,26984
5395,2023-01-17T11,26349
5396,2023-01-17T12,26078
5397,2023-01-17T13,26131
5398,2023-01-17T14,26371
5399,2023-01-17T15,28175
5400,2023-01-17T16,31347
5401,2023-01-17T17,32464
5402,2023-01-17T18,32747
5403,2023-01-17T19,31379
5404,2023-01-17T20,30273
5405,2023-01-17T21,29262
5406,2023-01-17T22,28279
5407,2023-01-17T23,27771
5408,2023-01-18T00,27224
5409,2023-01-18T01,28365
5410,2023-01-18T02,30891
5411,2023-01-18T03,33733
5412,2023-01-18T04,34340
5413,2023-01-18T05,34018
5414,2023-01-18T06,33245
5415,2023-01-18T07,32118
5416,2023-01-18T08,30523
5417,2023-01-18T09,28982
5418,2023-01-18T10,28213
5419,2023-01-18T11,27472
5420,2023-01-18T12,27272
5421,2023-01-18T13,27005
5422,2023-01-18T14,27590
5423,2023-01-18T15,29481
5424,2023-01-18T16,32170
5425,2023-01-18T17,33628
5426,2023-01-18T18,32962
5427,2023-01-18T19,31180
5428,2023-01-18T20,29983
5429,2023-01-18T21,28742
5430,2023-01-18T22,28358
5431,2023-01-18T23,27939
5432,2023-01-19T00,28059
5433,2023-01-19T01,29460
5434,2023-01-19T02,31782
5435,2023-01-19T03,34095
5436,2023-01-19T04,34509
5437,2023-01-19T05,34073
5438,2023-01-19T06,33274
5439,2023-01-19T07,32127
5440,2023-01-19T08,30124
5441,2023-01-19T09,28488
5442,2023-01-19T10,27842
5443,2023-01-19T11,27007
5444,2023-01-19T12,26941
5445,2023-01-19T13,27150
5446,2023-01-19T14,27727
5447,2023-01-19T15,29669
5448,2023-01-19T16,32150
5449,2023-01-19T17,33478
5450,2023-01-19T18,32587
5451,2023-01-19T19,31678
5452,2023-01-19T20,30723
5453,2023-01-19T21,29594
5454,2023-01-19T22,29000
5455,2023-01-19T23,28482
5456,2023-01-20T00,28480
5457,2023-01-20T01,30094
5458,2023-01-20T02,32350
5459,2023-01-20T03,34553
5460,2023-01-20T04,35042
5461,2023-01-20T05,34446
5462,2023-01-20T06,33605
5463,2023-01-20T07,32330
5464,2023-01-20T08,30842
5465,2023-01-20T09,28951
5466,2023-01-20T10,27925
5467,2023-01-20T11,27344
5468,2023-01-20T12,27326
5469,2023-01-20T13,27243
5470,2023-01-20T14,27715
5471,2023-01-20T15,29583
5472,2023-01-20T16,32073
5473,2023-01-20T17,33407
5474,2023-01-20T18,32529
5475,2023-01-20T19,31122
5476,2023-01-20T20,29541
5477,2023-01-20T21,28609
5478,2023-01-20T22,28037
5479,2023-01-20T23,27280
5480,2023-01-21T00,26688
5481,2023-01-21T01,28123
5482,2023-01-21T02,30386
5483,2023-01-21T03,33078
5484,2023-01-21T04,33682
5485,2023-01-21T05,33319
5486,2023-01-21T06,32753
5487,2023-01-21T07,31908
5488,2023-01-21T08,30830
5489,2023-01-21T09,29457
5490,2023-01-21T10,28218
5491,2023-01-21T11,27417
5492,2023-01-21T12,26701
5493,2023-01-21T13,26483
5494,2023-01-21T14,26879
5495,2023-01-21T15,27705
5496,2023-01-21T16,28770
5497,2023-01-21T17,29708
5498,2023-01-21T18,29645
5499,2023-01-21T19,27933
5500,2023-01-21T20,26573
5501,2023-01-21T21,25124
5502,2023-01-21T22,24404
5503,2023-01-21T23,23989
5504,2023-01-22T00,24287
5505,2023-01-22T01,25443
5506,2023-01-22T02,28057
5507,2023-01-22T03,30994
5508,2023-01-22T04,31913
5509,2023-01-22T05,31467
5510,2023-01-22T06,31026
5511,2023-01-22T07,30351
5512,2023-01-22T08,29548
5513,2023-01-22T09,28378
5514,2023-01-22T10,27423
5515,2023-01-22T11,26461
5516,2023-01-22T12,25997
5517,2023-01-22T13,25877
5518,2023-01-22T14,26085
5519,2023-01-22T15,26654
5520,2023-01-22T16,27591
5521,2023-01-22T17,28228
5522,2023-01-22T18,27851
5523,2023-01-22T19,26744
5524,2023-01-22T20,26062
5525,2023-01-22T21,24506
5526,2023-01-22T22,24045
5527,2023-01-22T23,24205
5528,2023-01-23T00,24296
5529,2023-01-23T01,25426
5530,2023-01-23T02,28062
5531,2023-01-23T03,30971
5532,2023-01-23T04,31836
5533,2023-01-23T05,31908
5534,2023-01-23T06,31193
5535,2023-01-23T07,30284
5536,2023-01-23T08,28632
5537,2023-01-23T09,27338
5538,2023-01-23T10,26173
5539,2023-01-23T11,25955
5540,2023-01-23T12,26060
5541,2023-01-23T13,25971
5542,2023-01-23T14,26640
5543,2023-01-23T15,28708
5544,2023-01-23T16,31476
5545,2023-01-23T17,32798
5546,2023-01-23T18,31843
5547,2023-01-23T19,30486
5548,2023-01-23T20,29360
5549,2023-01-23T21,28615
5550,2023-01-23T22,28236
5551,2023-01-23T23,27605
5552,2023-01-24T00,27066
5553,2023-01-24T01,27949
5554,2023-01-24T02,30523
5555,2023-01-24T03,33466
5556,2023-01-24T04,34146
5557,2023-01-24T05,33712
5558,2023-01-24T06,32963
5559,2023-01-24T07,31760
5560,2023-01-24T08,29988
5561,2023-01-24T09,28405
5562,2023-01-24T10,27285
5563,2023-01-24T11,26525
5564,2023-01-24T12,26293
5565,2023-01-24T13,27028
5566,2023-01-24T14,27837
